source,url,title,price,period,property_type,bedrooms,bathrooms,toilets,property_address,size_sqm,furnishing,condition,amenities,description
Jiji,https://jiji.ng/dawaki/houses-apartments-for-rent/2bdrm-block-of-flats-in-dawaki-extension-for-rent-568jzELlp7O5od1wl6CN7nGk.html?page=3&pos=19&cur_pos=19&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=333,2bdrm Block of Flats in Dawaki Extension for rent,2800000.0,per annum,Block of Flats,2.0,3.0,3.0,Elis Angel,500.0,Unfurnished,Fairly Used,"Balcony, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter",
Jiji,https://jiji.ng/life-camp/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-life-camp-for-rent-ixkyYKNdgp66LS2BlaIiO84v.html?page=2&pos=12&cur_pos=12&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=302,Furnished 2bdrm Block of Flats in Life Camp for rent,6500000.0,per annum,Block of Flats,2.0,2.0,3.0,Lifecamp by Berger clinic,250.0,Furnished,Newly-Built,"Air Conditioning, Chandelier, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Refrigerator, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/adeniyi-jones/houses-apartments-for-rent/4bdrm-duplex-in-adeniyi-jones-for-rent-HguviEbJumJcbdre96uVwyJ.html?page=8&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=450,4bdrm Duplex in Adeniyi Jones for rent,10000000.0,per annum,Duplex,4.0,4.0,5.0,Adeniyi Jones,652.0,Semi-Furnished,Newly-Built,"Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/old-gra/houses-apartments-for-rent/2bdrm-block-of-flats-in-old-gra-for-rent-hYQEK8d58hcNXtAfNmOPa0sk.html?page=5&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=116,2bdrm Block of Flats in Old GRA for rent,3000000.0,per annum,Block of Flats,2.0,3.0,,Old GRA,465.0,Unfurnished,Fairly Used,"24-hour Electricity, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/5bdrm-duplex-in-gra-phase-2-port-harcourt-for-rent-93r6ifUIFIprpBQQVB4psJ7E.html?page=4&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=75,5bdrm Duplex in GRA Phase 2 / Port-Harcourt for rent,12000000.0,per annum,Duplex,5.0,6.0,,New GRA,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-wI4R9GngZatqu9YzrvYalL9H.html?page=3&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=55,2bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,Block of Flats,2.0,3.0,,Shell corporative,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-stadium-road-port-harcourt-for-rent-wac4hiaRockdIha75O4w4X1x.html?page=8&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=172,"4bdrm Duplex in Stadium Road, Port-Harcourt for rent",4000000.0,per annum,Duplex,4.0,5.0,,Stadium road,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/ajah/houses-apartments-for-rent/4bdrm-duplex-in-ajah-for-rent-gtIiOd5kiNJSmAKabL3wCfD7.html?page=10&pos=1&cur_pos=1&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=483,4bdrm Duplex in Ajah for rent,10000000.0,per annum,Duplex,4.0,4.0,4.0,Lagos business school (LBS) Ajah,600.0,Unfurnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-2bdrm-apartment-in-conservation-road-lekki-for-rent-rf2mZ23GcFREr3i9iMPyxcip.html?page=7&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=420,"Furnished 2bdrm Apartment in Conservation Road, Lekki for rent",6000000.0,per annum,Apartment,2.0,2.0,3.0,Leki,1000.0,Furnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/gwarinpa/houses-apartments-for-rent/furnished-studio-apartment-in-gwarinpa-for-rent-x59L6mawgYQsFk3jnTvCMpkm.html?page=3&pos=24&cur_pos=24&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=338,Furnished Studio Apartment in Gwarinpa for rent,450000.0,per month,Studio Apartment,1.0,1.0,,4th Avenue,15.0,Furnished,Renovated,"24-hour Electricity, Air Conditioning, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Refrigerator, Tiled Floor, TV, Wardrobe",
Jiji,https://jiji.ng/oredo/houses-apartments-for-rent/3bdrm-apartment-in-benin-city-for-rent-zQrXGYAtBQWSLHezuOXN00eG.html?page=7&pos=20&cur_pos=20&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=430,3bdrm Apartment in Benin City for rent,1000000.0,per annum,Apartment,3.0,3.0,3.0,"Airport road, Benin city, Edo State.",500.0,Semi-Furnished,Renovated,,
Jiji,https://jiji.ng/eko-atlantic/houses-apartments-for-rent/3bdrm-block-of-flats-in-azuri-towers-eko-atlantic-for-rent-BzueOwUL6Nu3D48gtMoAzHc6.html?page=3&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=335,"3bdrm Block of Flats in Azuri Towers, Eko Atlantic for rent",70000000.0,per annum,Block of Flats,3.0,3.0,3.0,Ahmadu Bello way,2000.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-agip-estate-port-harcourt-for-rent-zjahc07EG0d0BnoegbLduU8k.html?page=3&pos=3&cur_pos=3&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=50,"3bdrm Duplex in Agip Estate, Port-Harcourt for rent",3000000.0,per annum,Duplex,3.0,4.0,,Agip Estate,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/mabuchi/houses-apartments-for-rent/1bdrm-apartment-in-mabushi-100-for-rent-8Jqrln3iXOF6qHTj9CGzBqeZ.html?page=6&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=396,1bdrm Apartment in Mabushi 100 for rent,4000000.0,per annum,Apartment,1.0,1.0,1.0,mabushi,250.0,Unfurnished,Newly-Built,"Balcony, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Pop Ceiling, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-yWQTmFQXvTK8qLaMglSik0bZ.html?page=6&pos=3&cur_pos=3&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=122,2bdrm Block of Flats in Port-Harcourt for rent,2500000.0,per annum,Block of Flats,2.0,3.0,,Psychiatric Road,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/gwarinpa/houses-apartments-for-rent/4bdrm-duplex-in-gwarinpa-for-rent-3ppLM7t9eIbstOOA9ExmiuNr.html?page=9&pos=1&cur_pos=1&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=459,4bdrm Duplex in Gwarinpa for rent,10600000.0,per annum,Duplex,4.0,4.0,4.0,3rd avenue Gwarimpa Abuja,500.0,Semi-Furnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-hkw1vC2HXoCevHEn2zTepTkK.html?page=6&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=135,2bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,Block of Flats,2.0,3.0,,"Ozuoba, rumueparali",465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-gra-port-harcourt-for-rent-kakAf5t3TZaA6gJFo1Cz1c35.html?page=4&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=72,"4bdrm Duplex in Gra, Port-Harcourt for rent",12000000.0,per annum,Duplex,4.0,5.0,,GRA Phase 2,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/dutse/houses-apartments-for-rent/studio-apartment-in-dutse-alhaji-for-rent-zyEiXGcaNkaBqimLQGK49cwU.html?page=1&pos=24&cur_pos=24&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=290,Studio Apartment in Dutse-Alhaji for rent,500000.0,per annum,Studio Apartment,1.0,1.0,1.0,OPPOSITE ISTANBUL BMUKO ABUJA,45.0,Unfurnished,Fairly Used,"Pop Ceiling, Pre-Paid Meter, Tiled Floor",
Jiji,https://jiji.ng/jahi/houses-apartments-for-rent/furnished-5bdrm-townhouse-terrace-in-jahi-for-rent-3EdUhXkU7Xfp2xNfC9WAgdc3.html?page=7&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=418,Furnished 5bdrm Townhouse / Terrace in Jahi for rent,14000000.0,per annum,Townhouse / Terrace,5.0,5.0,6.0,JahiGlimo,300.0,Furnished,Fairly Used,"Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/guzape/houses-apartments-for-rent/3bdrm-block-of-flats-in-guzape-for-rent-xdloXyF8ykGROSut3DsyFiKR.html?page=2&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=304,3bdrm Block of Flats in Guzape for rent,10000000.0,per annum,Block of Flats,3.0,4.0,4.0,Guzape,2000.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Wardrobe",
Jiji,https://jiji.ng/osapa-london/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-for-rent-czfW9N5T6LdCTvR5i2kfl4Kb.html?page=6&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=407,4bdrm Duplex in Osapa London for rent,10000000.0,per annum,Duplex,4.0,4.0,4.0,Osapa lekki,300.0,Semi-Furnished,Fairly Used,"Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-paradise-estate-port-harcourt-for-rent-crBR6jd2byiS1Ct2CzVDaqUr.html?page=5&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=111,"2bdrm Block of Flats in Paradise Estate, Port-Harcourt for rent",1800000.0,per annum,Block of Flats,2.0,3.0,,Eneka link Road ..off Eliozu,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/rumuibekwe/houses-apartments-for-rent/3bdrm-duplex-in-rumuibekwe-for-rent-fE4VuTiNJJJzsahCuqha3iuq.html?page=11&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=244,3bdrm Duplex in Rumuibekwe for rent,6000000.0,per annum,Duplex,3.0,4.0,,Rumuebekwe,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/maitama/houses-apartments-for-rent/1bdrm-bungalow-in-maitama-for-rent-rNB8eqNceJIY00cc9Z0nXVLl.html?page=5&pos=19&cur_pos=19&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=381,1bdrm Bungalow in Maitama for rent,7000000.0,per annum,Bungalow,1.0,1.0,2.0,Ministers Hill,60.0,Unfurnished,Newly-Built,"Balcony, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wi-Fi",
Jiji,https://jiji.ng/katampe-main/houses-apartments-for-rent/2bdrm-block-of-flats-in-katampe-main-for-rent-qewXqCYlUyS2diJhjWndpsoX.html?page=3&pos=11&cur_pos=11&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=325,2bdrm Block of Flats in Katampe (Main) for rent,4000000.0,per annum,Block of Flats,2.0,2.0,3.0,Katampe main,1000.0,Unfurnished,Newly-Built,"Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/wuse-ii/houses-apartments-for-rent/2bdrm-apartment-in-wuse-2-for-rent-3GRQ6knbnDzwcQDRHQgANdnc.html?page=3&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=327,2bdrm Apartment in Wuse 2 for rent,12000000.0,per annum,Apartment,2.0,2.0,2.0,Pakali Close,65.0,Semi-Furnished,Fairly Used,"24-hour Electricity, Air Conditioning, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/4bdrm-duplex-in-shell-corperative-gra-phase-2-port-harcourt-for-rent-fdeCVFRF0GYnZwTaNISVCwRf.html?page=3&pos=11&cur_pos=11&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=58,"4bdrm Duplex in Shell Corperative, GRA Phase 2 / Port-Harcourt for rent",8000000.0,per annum,Duplex,4.0,5.0,,Eneka Link Road,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-ada-george-port-harcourt-for-rent-bJnwxSTyHtsCvXPl0YEt5YF.html?page=11&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=249,"2bdrm Block of Flats in Ada George, Port-Harcourt for rent",2000000.0,per annum,Block of Flats,2.0,3.0,,ADA GEORGE,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-sun-city-estate-port-harcourt-for-rent-8EMyNHryLUdPpRQRvL0XNXMb.html?page=7&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=167,"Furnished 4bdrm Duplex in Sun City Estate, Port-Harcourt for rent",8000000.0,per annum,Duplex,4.0,5.0,,Peter odili,465.0,Furnished,Fairly Used,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-shell-cooperative-port-harcourt-for-rent-xBrZqoO2OtQj0hBVbScgdsZs.html?page=2&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=33,"3bdrm Block of Flats in Shell Cooperative, Port-Harcourt for rent",3500000.0,per annum,Block of Flats,3.0,4.0,,Shell cooperative estate,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-reedemer-estate-port-harcourt-for-rent-bahhS9RK5VAAF3a3LoEfSbEb.html?page=5&pos=9&cur_pos=9&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=104,"Furnished 4bdrm Duplex in Reedemer Estate, Port-Harcourt for rent",8000000.0,per annum,Duplex,4.0,6.0,,Reedemer close FAM Road 2 Eliozu,555.0,Furnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/woji/houses-apartments-for-rent/2bdrm-block-of-flats-in-woji-town-for-rent-wuEFMlYZlj4RVgVoIdXpJkoR.html?page=1&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=3,2bdrm Block of Flats in Woji Town for rent,3600000.0,per annum,Block of Flats,2.0,3.0,3.0,Woji town,780.0,Unfurnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-bungalow-in-dap-estate-port-harcourt-for-rent-7xgY0XGmDpEn7OytMTwGmphX.html?page=4&pos=12&cur_pos=12&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=83,"Furnished 4bdrm Bungalow in Dap Estate, Port-Harcourt for rent",3000000.0,per annum,Bungalow,4.0,5.0,,Rumarholu,55.0,Furnished,Fairly Used,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Microwave, Pop Ceiling, Pre-Paid Meter, Wardrobe",
Jiji,https://jiji.ng/ifako-ijaiye/houses-apartments-for-rent/3bdrm-apartment-in-ifako-ijaiye-for-rent-ppcFi304oVF35BYu3qzm2m4q.html?page=9&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=462,3bdrm Apartment in Ifako-Ijaiye for rent,2700000.0,per annum,Apartment,3.0,3.0,3.0,"Fagba,Off Iju Road",800.0,Unfurnished,Renovated,,
Jiji,https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-phase-3-port-harcourt-for-rent-meZ0X3VYkQwtCse2TdQjdIQ8.html?page=5&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=96,3bdrm Block of Flats in GRA Phase 3 / Port-Harcourt for rent,4000000.0,per annum,Block of Flats,3.0,4.0,,Iwofe road by OPM...Gated estate...good Road,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-rumuibekwe-port-harcourt-for-rent-ljK1BjIzlIsaWHdpsIeCqGDA.html?page=11&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=243,"4bdrm Duplex in Rumuibekwe, Port-Harcourt for rent",6000000.0,per annum,Duplex,4.0,5.0,,Rumuibekwe,465.0,Unfurnished,Fairly Used,"24-hour Electricity, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-reef-court-estate-port-harcourt-for-rent-6DNUDhhLGMxmoaUMuZDR9SBK.html?page=5&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=113,"4bdrm Duplex in Reef Court Estate, Port-Harcourt for rent",8000000.0,per annum,Duplex,4.0,5.0,,Peter odili,465.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ogba-oke-ira/houses-apartments-for-rent/2bdrm-block-of-flats-in-oke-ira-ogba-for-rent-xpISkaRv3umNPQzZjuMUkIcs.html?page=4&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=346,2bdrm Block of Flats in Oke-Ira / Ogba for rent,3000000.0,per annum,Block of Flats,2.0,2.0,3.0,Oke Ira,648.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/mabuchi/houses-apartments-for-rent/4bdrm-duplex-in-mabushi-for-rent-17ligFVFaiMtPexA1bmYZfEY.html?page=9&pos=2&cur_pos=2&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=460,4bdrm Duplex in Mabushi for rent,15000000.0,per annum,Duplex,4.0,5.0,5.0,Mabushi,500.0,Unfurnished,Renovated,"Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Pop Ceiling, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-nke7JLMIA0HBvxB03epPuAIE.html?page=7&pos=2&cur_pos=2&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=145,2bdrm Block of Flats in Port-Harcourt for rent,1800000.0,per annum,Block of Flats,2.0,3.0,,Oginiba off trans Amadi,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/trans-amadi/houses-apartments-for-rent/1bdrm-block-of-flats-in-trans-amadi-for-rent-t0NkHnfEOFVl03T935WQP1k.html?page=9&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=215,1bdrm Block of Flats in Trans Amadi for rent,4000000.0,per annum,Block of Flats,1.0,2.0,,GRA phase 3,465.0,Unfurnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Wardrobe",
Jiji,https://jiji.ng/ikeja/houses-apartments-for-rent/furnished-studio-apartment-in-ikeja-for-rent-wxqmmxSHDgKkcKr8czRpnJl9.html?page=3&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=318,Furnished Studio Apartment in Ikeja for rent,600000.0,per annum,Studio Apartment,1.0,1.0,1.0,Ikeja,870.0,Furnished,Newly-Built,"24-hour Electricity, Pre-Paid Meter, Tiled Floor",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-cedarwood-estate-port-harcourt-for-rent-95szq10qeB8eUumXgxU1fCEi.html?page=2&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=38,"3bdrm Duplex in Cedarwood Estate, Port-Harcourt for rent",5000000.0,per annum,Duplex,3.0,4.0,,SARS ROAD,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/studio-apartment-in-chinyere-maternity-port-harcourt-for-rent-CwtUcuTHuxe4PZj23ZohsUZ6.html?page=12&pos=1&cur_pos=1&ads_per_page=3&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=264,"Studio Apartment in Chinyere Maternity, Port-Harcourt for rent",600000.0,per annum,Studio Apartment,1.0,1.0,1.0,Eneka,465.0,Semi-Furnished,Fairly Used,"24-hour Electricity, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/off-lekki-epe-expressway/houses-apartments-for-rent/2bdrm-block-of-flats-in-off-lekki-epe-expressway-for-rent-uXYxc4U89h8RFJJb2PnsAqX.html?page=2&pos=24&cur_pos=24&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=314,2bdrm Block of Flats in Off Lekki-Epe Expressway for rent,3500000.0,per annum,Block of Flats,2.0,2.0,3.0,Mobil road Ajah,600.0,Unfurnished,Newly-Built,"Wardrobe, Tiled Floor, Pre-Paid Meter, Pop Ceiling, Kitchen Shelf, Kitchen Cabinets, Dishwasher, Dining Area, Chandelier, Balcony",
Jiji,https://jiji.ng/parkview-estate/houses-apartments-for-rent/5bdrm-duplex-in-parkview-estate-for-rent-6vBmxdRriyTkzjx72PGa61F1.html?page=9&pos=7&cur_pos=7&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=465,5bdrm Duplex in Parkview Estate for rent,60000000.0,per annum,Duplex,5.0,5.0,5.0,Parkview estate Ikoyi,120.0,Unfurnished,Newly-Built,"Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ibeju/houses-apartments-for-rent/3bdrm-bungalow-in-ibeju-for-rent-yVRNhsUMP09yUp3PQzN6iGM4.html?page=5&pos=15&cur_pos=15&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=377,3bdrm Bungalow in Ibeju for rent,1500000.0,per annum,Bungalow,3.0,3.0,4.0,Igbojia ibeju lekki,600.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/ibadan/houses-apartments-for-rent/1bdrm-apartment-in-olive-garden-wisdom-ibadan-for-rent-2AQFgQ3wikaOygpUQ3mMZJEp.html?page=2&pos=5&cur_pos=5&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=295,"1bdrm Apartment in Olive Garden, Wisdom, Ibadan for rent",1500000.0,per annum,Apartment,1.0,1.0,2.0,"olive garden, wisdom estate, Ologuneru",2000.0,Unfurnished,Newly-Built,"Balcony, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Tiled Floor, Wardrobe",
